field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
sof_cmendtc,sofosbuvir_administration,,text,"Sofosbuvir stop date",,"YYYY-MM-DD ",date_ymd,,,,"[sof_cmoccur] != 'N' AND ([sof_suppcm_cmtrtout] = 'COMPLETE' OR [sof_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [sof_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
sof_cmoccur,sofosbuvir_administration,,radio,"Was Sofosbuvir started? ","N, NO|Y, YES",,,,,,"[sof_cmstdtc] =''",y,,,,,
sof_suppcm_cmreasnost,sofosbuvir_administration,,radio,"Please indicate why Sofosbuvir dosing has not started","LEAD_IN_AWAITING_START, Currently on lead-in and awaiting Sofosbuvir start|PEG_RBV_DISCONTINUED, Peg/RBV discontinued prior to Sofosbuvir start|NEVER_STARTED_TREATMENT, Never started any portion of the HCV regimen|NOT_PART_OF_PLANNED_REGIMEN, Not part of planned regimen",,,,,,"[sof_cmoccur] = 'N'",y,,,,,
dcv_cmtrt,daclatasvir_administration,"Trade names: Daklinza",descriptive,Daclatasvir,,,,,,,"0 = 1",,,,,,
dcv_cmstdtc,daclatasvir_administration,,text,"Daclatasvir start date",,YYYY-MM-DD,date_ymd,,,,"[dcv_cmoccur] != 'N'",y,,,,,
dcv_cmdose,daclatasvir_administration,,text,"Daclatasvir dose",,"Dose per administration",integer,,,,"[dcv_cmoccur] != 'N'",y,,,,,
dcv_cmdosu,daclatasvir_administration,,text,"Daclatasvir dose units",,"@AUTOCOMPLETE=SELECT unit_name FROM _dose_units_view",,,,,"[dcv_cmoccur] != 'N'",y,,,,,
dcv_cmdosfrq,daclatasvir_administration,,radio,"Daclatasvir dose frequency","QD, 1x / day|OTHER, Other","Dosing frequency per interval",,,,,"[dcv_cmoccur] != 'N'",y,,,,,
dcv_oth_cmdosfrq,daclatasvir_administration,,text,"Daclatasvir dose frequency other",,,,,,,"[dcv_cmdosfrq] = 'OTHER'",y,,,,,
dcv_cmdosfrm,daclatasvir_administration,,radio,"Daclatasvir dose form","TABLET, Tablet|OTHER, Other",,,,,,"[dcv_cmoccur] != 'N'",y,,,,,
dcv_suppcm_cmtrtout,daclatasvir_administration,,radio,"Daclatasvir dosing status","ONGOING, Ongoing|COMPLETE, Treatment completed|DOSE_MODIFIED_INTERRUPTED, Dose modified / temporarily interrupted|PREMATURELY_DISCONTINUED, Prematurely discontinued",,,,,,"[dcv_cmoccur] != 'N'",y,,,,,
dcv_suppcm_cmadj,daclatasvir_administration,,radio,"Reason for dose modification / premature discontinuation of Daclatasvir","ADVERSE_EVENT, Adverse Event|LACK_OF_EFFICACY, Lack of efficacy|WITHDRAWAL_BY_SUBJECT, Subject withdrew consent|LOST_TO_FOLLOWUP, Lost to follow-up|NON_COMPLIANCE_WITH_STUDY_DRUG, Non-compliance with study drug|DEATH, Death|OTHER, Other",,,,,,"[dcv_cmoccur] != 'N' AND ([dcv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dcv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
dcv_oth_suppcm_cmadj,daclatasvir_administration,,text,"Reason for dose modification / premature discontinuation of Daclatasvir other",,,,,,,"[dcv_suppcm_cmadj] = 'OTHER'",y,,,,,
dcv_suppcm_cmncmpae,daclatasvir_administration,,radio,"Adverse Event (Daclatasvir stop)","NAUSEA, Nausea|VOMITING, Vomiting|DIARRHEA, Diarrhea|HEADACHE, Headache|FATIGUE, Fatigue|INSOMNIA, Insomnia|FLU_LIKE_SYMPTOMS, Flu-Like Symptoms|DYSPNEA, Dyspnea|RASH, Rash|PRURITUS, Pruritus|PHOTOSENSITIVITY, Photosensitivity|ANAEMIA, Anemia|THROMBOCYTOPAENIA, Thrombocytopenia|NEUTROPENIA, Neutropenia|HYPERBILIRUBINAEMIA, Hyperbilirubinemia|ASCITES, Ascites|HEPATIC_ENCEPHALOPATHY, Hepatic Encephalopathy|ESOPHAGEAL_VARICES_WITH_BLEEDING, Esophageal Variceal Bleed|PORPHYRIA, Porphyria|OTHER, Other",,,,,,"[dcv_suppcm_cmadj] = 'ADVERSE_EVENT' OR [dcv_suppcm_cmadj] = 'DEATH'",y,,,,,
dcv_oth_suppcm_cmncmpae,daclatasvir_administration,,text,"Adverse Event (Daclatasvir stop) other",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,"[dcv_suppcm_cmncmpae] = 'OTHER'",y,,,,,
dcv_suppae_daaacn,daclatasvir_administration,,radio,"What action was taken with Daclatasvir as a result of this Adverse Event?","DOSE_INCREASED, Dose increased|DOSE_REDUCED, Dose reduced|DRUG_INTERRUPTED, Drug interrupted|DRUG_WITHDRAWN, Drug withdrawn",,,,,,"[dcv_suppcm_cmadj] = 'ADVERSE_EVENT'",y,,,,,
dcv_cmendtc,daclatasvir_administration,,text,"Daclatasvir stop date",,"YYYY-MM-DD ",date_ymd,,,,"[dcv_cmoccur] != 'N' AND ([dcv_suppcm_cmtrtout] = 'COMPLETE' OR [dcv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dcv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
dcv_cmoccur,daclatasvir_administration,,radio,"Was Daclatasvir started? ","N, NO|Y, YES",,,,,,"[dcv_cmstdtc] =''",y,,,,,
dcv_suppcm_cmreasnost,daclatasvir_administration,,radio,"Please indicate why Daclatasvir dosing has not started","LEAD_IN_AWAITING_START, Currently on lead-in and awaiting Daclatasvir start|PEG_RBV_DISCONTINUED, Peg/RBV discontinued prior to Daclatasvir start|NEVER_STARTED_TREATMENT, Never started any portion of the HCV regimen|NOT_PART_OF_PLANNED_REGIMEN, Not part of planned regimen",,,,,,"[dcv_cmoccur] = 'N'",y,,,,,
hvn_cmtrt,harvoni_administration,,descriptive,Harvoni,,,,,,,"0 = 1",,,,,,
hvn_cmstdtc,harvoni_administration,,text,"Harvoni start date",,YYYY-MM-DD,date_ymd,,,,"[hvn_cmoccur] != 'N'",y,,,,,
hvn_cmdose,harvoni_administration,,radio,"Harvoni dose","90_400, 90 / 400|OTHER, Other","Dose per administration",,,,,"[hvn_cmoccur] != 'N'",y,,,,,
hvn_cmdosu,harvoni_administration,,text,"Harvoni dose units",,"@AUTOCOMPLETE=SELECT unit_name FROM _dose_units_view",,,,,"[hvn_cmoccur] != 'N'",y,,,,,
hvn_cmdosfrq,harvoni_administration,,radio,"Harvoni dose frequency","QD, 1x / day|OTHER, Other","Dosing frequency per interval",,,,,"[hvn_cmoccur] != 'N'",y,,,,,
hvn_oth_cmdosfrq,harvoni_administration,,text,"Harvoni dose frequency other",,,,,,,"[hvn_cmdosfrq] = 'OTHER'",y,,,,,
hvn_cmdosfrm,harvoni_administration,,radio,"Harvoni dose form","TABLET, Tablet|OTHER, Other",,,,,,"[hvn_cmoccur] != 'N'",y,,,,,
hvn_suppcm_cmtrtout,harvoni_administration,,radio,"Harvoni dosing status","ONGOING, Ongoing|COMPLETE, Treatment completed|DOSE_MODIFIED_INTERRUPTED, Dose modified / temporarily interrupted|PREMATURELY_DISCONTINUED, Prematurely discontinued",,,,,,"[hvn_cmoccur] != 'N'",y,,,,,
hvn_suppcm_cmadj,harvoni_administration,,radio,"Reason for dose modification / premature discontinuation of Harvoni","ADVERSE_EVENT, Adverse Event|LACK_OF_EFFICACY, Lack of efficacy|WITHDRAWAL_BY_SUBJECT, Subject withdrew consent|LOST_TO_FOLLOWUP, Lost to follow-up|NON_COMPLIANCE_WITH_STUDY_DRUG, Non-compliance with study drug|DEATH, Death|OTHER, Other",,,,,,"[hvn_cmoccur] != 'N' AND ([hvn_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [hvn_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
hvn_oth_suppcm_cmadj,harvoni_administration,,text,"Reason for dose modification / premature discontinuation of Harvoni other",,,,,,,"[hvn_suppcm_cmadj] = 'OTHER'",y,,,,,
hvn_suppcm_cmncmpae,harvoni_administration,,radio,"Adverse Event (Harvoni stop)","NAUSEA, Nausea|VOMITING, Vomiting|DIARRHEA, Diarrhea|HEADACHE, Headache|FATIGUE, Fatigue|INSOMNIA, Insomnia|FLU_LIKE_SYMPTOMS, Flu-Like Symptoms|DYSPNEA, Dyspnea|RASH, Rash|PRURITUS, Pruritus|PHOTOSENSITIVITY, Photosensitivity|ANAEMIA, Anemia|THROMBOCYTOPAENIA, Thrombocytopenia|NEUTROPENIA, Neutropenia|HYPERBILIRUBINAEMIA, Hyperbilirubinemia|ASCITES, Ascites|HEPATIC_ENCEPHALOPATHY, Hepatic Encephalopathy|ESOPHAGEAL_VARICES_WITH_BLEEDING, Esophageal Variceal Bleed|PORPHYRIA, Porphyria|OTHER, Other",,,,,,"[hvn_suppcm_cmadj] = 'ADVERSE_EVENT' OR [hvn_suppcm_cmadj] = 'DEATH'",y,,,,,
hvn_oth_suppcm_cmncmpae,harvoni_administration,,text,"Adverse Event (Harvoni stop) other",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,"[hvn_suppcm_cmncmpae] = 'OTHER'",y,,,,,
hvn_suppae_daaacn,harvoni_administration,,radio,"What action was taken with Harvoni as a result of this Adverse Event?","DOSE_INCREASED, Dose increased|DOSE_REDUCED, Dose reduced|DRUG_INTERRUPTED, Drug interrupted|DRUG_WITHDRAWN, Drug withdrawn",,,,,,"[hvn_suppcm_cmadj] = 'ADVERSE_EVENT'",y,,,,,
hvn_cmendtc,harvoni_administration,,text,"Harvoni stop date",,"YYYY-MM-DD ",date_ymd,,,,"[hvn_cmoccur] != 'N' AND ([hvn_suppcm_cmtrtout] = 'COMPLETE' OR [hvn_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [hvn_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
hvn_cmoccur,harvoni_administration,,radio,"Was Harvoni started? ","N, NO|Y, YES",,,,,,"[hvn_cmstdtc] =''",y,,,,,
hvn_suppcm_cmreasnost,harvoni_administration,,radio,"Please indicate why Harvoni dosing has not started","LEAD_IN_AWAITING_START, Currently on lead-in and awaiting Harvoni start|PEG_RBV_DISCONTINUED, Peg/RBV discontinued prior to Harvoni start|NEVER_STARTED_TREATMENT, Never started any portion of the HCV regimen|NOT_PART_OF_PLANNED_REGIMEN, Not part of planned regimen",,,,,,"[hvn_cmoccur] = 'N'",y,,,,,
vpk_nxmesg,ombitasvir_paritaprevir,,descriptive,"<div class=""yellow""><strong>Dasabuvir may also be part of the prescribed regimen. Please complete Dasab (Viekira) form as applicable.</strong></div>",,,,,,,,,,,,,
vpk_cmtrt,ombitasvir_paritaprevir,"Paritaprevir, Ombitasvir and Ritonavir in combination (Technivie, Viekirax)",descriptive,"Viekira (ombitasvir, paritaprevir, and ritonavir)",,,,,,,"0 = 1",,,,,,
vpk_cmstdtc,ombitasvir_paritaprevir,,text,"Combo pill start date",,YYYY-MM-DD,date_ymd,,,,"[vpk_cmoccur] != 'N'",y,,,,,
vpk_cmdose,ombitasvir_paritaprevir,,radio,"Combo pill dose","2, 2|1, 1|OTHER, Other","Dose per administration",,,,,"[vpk_cmoccur] != 'N'",y,,,,,
vpk_cmdosu,ombitasvir_paritaprevir,,descriptive,"12.5/75/50 mg",,,,,,,"0 = 1",,,,,,
vpk_cmdosfrm,ombitasvir_paritaprevir,,radio,"Combo pill dose form","TABLET, Tablet|OTHER, Other",,,,,,"[vpk_cmoccur] != 'N'",y,,,,,
vpk_cmdosfrq,ombitasvir_paritaprevir,,radio,"Combo pill dose frequency","QD, 1x / day|QOD, Every other day|OTHER, Other","Dosing frequency per interval",,,,,"[vpk_cmoccur] != 'N'",y,,,,,
vpk_oth_cmdosfrq,ombitasvir_paritaprevir,,text,"Combo pill dose frequency other",,,,,,,"[vpk_cmdosfrq] = 'OTHER'",y,,,,,
vpk_suppcm_cmtrtout,ombitasvir_paritaprevir,,radio,"Combo pill dosing status","ONGOING, Ongoing|COMPLETE, Treatment completed|DOSE_MODIFIED_INTERRUPTED, Dose modified / temporarily interrupted|PREMATURELY_DISCONTINUED, Prematurely discontinued",,,,,,"[vpk_cmoccur] != 'N'",y,,,,,
vpk_suppcm_cmadj,ombitasvir_paritaprevir,,radio,"Reason for dose modification / premature discontinuation of Combo pill","ADVERSE_EVENT, Adverse Event|LACK_OF_EFFICACY, Lack of efficacy|WITHDRAWAL_BY_SUBJECT, Subject withdrew consent|LOST_TO_FOLLOWUP, Lost to follow-up|NON_COMPLIANCE_WITH_STUDY_DRUG, Non-compliance with study drug|DEATH, Death|OTHER, Other",,,,,,"[vpk_cmoccur] != 'N' AND ([vpk_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [vpk_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
vpk_oth_suppcm_cmadj,ombitasvir_paritaprevir,,text,"Reason for dose modification / premature discontinuation of Combo pill other",,,,,,,"[vpk_suppcm_cmadj] = 'OTHER'",y,,,,,
vpk_suppcm_cmncmpae,ombitasvir_paritaprevir,,radio,"Adverse Event (Combo pill stop)","NAUSEA, Nausea|VOMITING, Vomiting|DIARRHEA, Diarrhea|HEADACHE, Headache|FATIGUE, Fatigue|INSOMNIA, Insomnia|FLU_LIKE_SYMPTOMS, Flu-Like Symptoms|DYSPNEA, Dyspnea|RASH, Rash|PRURITUS, Pruritus|PHOTOSENSITIVITY, Photosensitivity|ANAEMIA, Anemia|THROMBOCYTOPAENIA, Thrombocytopenia|NEUTROPENIA, Neutropenia|HYPERBILIRUBINAEMIA, Hyperbilirubinemia|ASCITES, Ascites|HEPATIC_ENCEPHALOPATHY, Hepatic Encephalopathy|ESOPHAGEAL_VARICES_WITH_BLEEDING, Esophageal Variceal Bleed|PORPHYRIA, Porphyria|OTHER, Other",,,,,,"[vpk_suppcm_cmadj] = 'ADVERSE_EVENT' OR [vpk_suppcm_cmadj] = 'DEATH'",y,,,,,
vpk_oth_suppcm_cmncmpae,ombitasvir_paritaprevir,,text,"Adverse Event (Combo pill stop) other",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,"[vpk_suppcm_cmncmpae] = 'OTHER'",y,,,,,
vpk_suppae_daaacn,ombitasvir_paritaprevir,,radio,"What action was taken with Combo pill as a result of this Adverse Event?","DOSE_INCREASED, Dose increased|DOSE_REDUCED, Dose reduced|DRUG_INTERRUPTED, Drug interrupted|DRUG_WITHDRAWN, Drug withdrawn",,,,,,"[vpk_suppcm_cmadj] = 'ADVERSE_EVENT'",y,,,,,
vpk_cmendtc,ombitasvir_paritaprevir,,text,"Combo pill stop date",,"YYYY-MM-DD ",date_ymd,,,,"[vpk_cmoccur] != 'N' AND ([vpk_suppcm_cmtrtout] = 'COMPLETE' OR [vpk_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [vpk_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
vpk_cmoccur,ombitasvir_paritaprevir,,radio,"Was Combo pill started? ","N, NO|Y, YES",,,,,,"[vpk_cmstdtc] =''",y,,,,,
vpk_suppcm_cmreasnost,ombitasvir_paritaprevir,,radio,"Please indicate why Combo pill dosing has not started","LEAD_IN_AWAITING_START, Currently on lead-in and awaiting Combo pill start|PEG_RBV_DISCONTINUED, Peg/RBV discontinued prior to Combo pill start|NEVER_STARTED_TREATMENT, Never started any portion of the HCV regimen|NOT_PART_OF_PLANNED_REGIMEN, Not part of planned regimen",,,,,,"[vpk_cmoccur] = 'N'",y,,,,,
dbv_nxmesg,dasabuvir,,descriptive,"<div class=""yellow""><strong>Paritaprevir/Ombitasvir/Ritonavir is prescribed with Dasabuvir. Please be sure to complete the Parit / Ombit (Viekira) form as applicable.</strong></div>",,,,,,,,,,,,,
dbv_cmtrt,dasabuvir,(Exviera),descriptive,Dasabuvir,,,,,,,"0 = 1",,,,,,
dbv_cmstdtc,dasabuvir,,text,"Dasabuvir start date",,YYYY-MM-DD,date_ymd,,,,"[dbv_cmoccur] != 'N'",y,,,,,
dbv_cmdose,dasabuvir,,radio,"Dasabuvir dose","1, 1|OTHER, Other","Dose per administration",,,,,"[dbv_cmoccur] != 'N'",y,,,,,
dbv_cmdosu,dasabuvir,,descriptive,"250 mg",,,,,,,"0 = 1",,,,,,
dbv_cmdosfrm,dasabuvir,,radio,"Dasabuvir dose form","TABLET, Tablet|OTHER, Other",,,,,,"[dbv_cmoccur] != 'N'",y,,,,,
dbv_cmdosfrq,dasabuvir,,radio,"Dasabuvir dose frequency","BID, 2x / day|QD, 1x / day|QOD, Every other day|OTHER, Other","Dosing frequency per interval",,,,,"[dbv_cmoccur] != 'N'",y,,,,,
dbv_oth_cmdosfrq,dasabuvir,,text,"Dasabuvir dose frequency other",,,,,,,"[dbv_cmdosfrq] = 'OTHER'",y,,,,,
dbv_suppcm_cmtrtout,dasabuvir,,radio,"Dasabuvir dosing status","ONGOING, Ongoing|COMPLETE, Treatment completed|DOSE_MODIFIED_INTERRUPTED, Dose modified / temporarily interrupted|PREMATURELY_DISCONTINUED, Prematurely discontinued",,,,,,"[dbv_cmoccur] != 'N'",y,,,,,
dbv_suppcm_cmadj,dasabuvir,,radio,"Reason for dose modification / premature discontinuation of Dasabuvir","ADVERSE_EVENT, Adverse Event|LACK_OF_EFFICACY, Lack of efficacy|WITHDRAWAL_BY_SUBJECT, Subject withdrew consent|LOST_TO_FOLLOWUP, Lost to follow-up|NON_COMPLIANCE_WITH_STUDY_DRUG, Non-compliance with study drug|DEATH, Death|OTHER, Other",,,,,,"[dbv_cmoccur] != 'N' AND ([dbv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dbv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
dbv_oth_suppcm_cmadj,dasabuvir,,text,"Reason for dose modification / premature discontinuation of Dasabuvir other",,,,,,,"[dbv_suppcm_cmadj] = 'OTHER'",y,,,,,
dbv_suppcm_cmncmpae,dasabuvir,,radio,"Adverse Event (Dasabuvir stop)","NAUSEA, Nausea|VOMITING, Vomiting|DIARRHEA, Diarrhea|HEADACHE, Headache|FATIGUE, Fatigue|INSOMNIA, Insomnia|FLU_LIKE_SYMPTOMS, Flu-Like Symptoms|DYSPNEA, Dyspnea|RASH, Rash|PRURITUS, Pruritus|PHOTOSENSITIVITY, Photosensitivity|ANAEMIA, Anemia|THROMBOCYTOPAENIA, Thrombocytopenia|NEUTROPENIA, Neutropenia|HYPERBILIRUBINAEMIA, Hyperbilirubinemia|ASCITES, Ascites|HEPATIC_ENCEPHALOPATHY, Hepatic Encephalopathy|ESOPHAGEAL_VARICES_WITH_BLEEDING, Esophageal Variceal Bleed|PORPHYRIA, Porphyria|OTHER, Other",,,,,,"[dbv_suppcm_cmadj] = 'ADVERSE_EVENT' OR [dbv_suppcm_cmadj] = 'DEATH'",y,,,,,
dbv_oth_suppcm_cmncmpae,dasabuvir,,text,"Adverse Event (Dasabuvir stop) other",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,"[dbv_suppcm_cmncmpae] = 'OTHER'",y,,,,,
dbv_suppae_daaacn,dasabuvir,,radio,"What action was taken with Dasabuvir as a result of this Adverse Event?","DOSE_INCREASED, Dose increased|DOSE_REDUCED, Dose reduced|DRUG_INTERRUPTED, Drug interrupted|DRUG_WITHDRAWN, Drug withdrawn",,,,,,"[dbv_suppcm_cmadj] = 'ADVERSE_EVENT'",y,,,,,
dbv_cmendtc,dasabuvir,,text,"Dasabuvir stop date",,"YYYY-MM-DD ",date_ymd,,,,"[dbv_cmoccur] != 'N' AND ([dbv_suppcm_cmtrtout] = 'COMPLETE' OR [dbv_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [dbv_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
dbv_cmoccur,dasabuvir,,radio,"Was Dasabuvir started? ","N, NO|Y, YES",,,,,,"[dbv_cmstdtc] =''",y,,,,,
dbv_suppcm_cmreasnost,dasabuvir,,radio,"Please indicate why Dasabuvir dosing has not started","LEAD_IN_AWAITING_START, Currently on lead-in and awaiting Dasabuvir start|PEG_RBV_DISCONTINUED, Peg/RBV discontinued prior to Dasabuvir start|NEVER_STARTED_TREATMENT, Never started any portion of the HCV regimen|NOT_PART_OF_PLANNED_REGIMEN, Not part of planned regimen",,,,,,"[dbv_cmoccur] = 'N'",y,,,,,
zep_cmtrt,zepatier_administration,"Elbasvir and Grazoprevir",descriptive,Zepatier,,,,,,,"0 = 1",,,,,,
zep_cmstdtc,zepatier_administration,,text,"Zepatier start date",,YYYY-MM-DD,date_ymd,,,,"[zep_cmoccur] != 'N'",y,,,,,
zep_cmdose,zepatier_administration,,radio,"Zepatier dose","1, 1|OTHER, Other","Dose per administration",,,,,"[zep_cmoccur] != 'N'",y,,,,,
zep_cmdosu,zepatier_administration,,descriptive,"50/100 mg",,,,,,,"0 = 1",,,,,,
zep_cmdosfrm,zepatier_administration,,radio,"Zepatier dose form","TABLET, Tablet|OTHER, Other",,,,,,"[zep_cmoccur] != 'N'",y,,,,,
zep_cmdosfrq,zepatier_administration,,radio,"Zepatier dose frequency","QD, 1x / day|OTHER, Other","Dosing frequency per interval",,,,,"[zep_cmoccur] != 'N'",y,,,,,
zep_oth_cmdosfrq,zepatier_administration,,text,"Zepatier dose frequency other",,,,,,,"[zep_cmdosfrq] = 'OTHER'",y,,,,,
zep_suppcm_cmtrtout,zepatier_administration,,radio,"Zepatier dosing status","ONGOING, Ongoing|COMPLETE, Treatment completed|DOSE_MODIFIED_INTERRUPTED, Dose modified / temporarily interrupted|PREMATURELY_DISCONTINUED, Prematurely discontinued",,,,,,"[zep_cmoccur] != 'N'",y,,,,,
zep_suppcm_cmadj,zepatier_administration,,radio,"Reason for dose modification / premature discontinuation of Zepatier","ADVERSE_EVENT, Adverse Event|LACK_OF_EFFICACY, Lack of efficacy|WITHDRAWAL_BY_SUBJECT, Subject withdrew consent|LOST_TO_FOLLOWUP, Lost to follow-up|NON_COMPLIANCE_WITH_STUDY_DRUG, Non-compliance with study drug|DEATH, Death|OTHER, Other",,,,,,"[zep_cmoccur] != 'N' AND ([zep_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [zep_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
zep_oth_suppcm_cmadj,zepatier_administration,,text,"Reason for dose modification / premature discontinuation of Zepatier other",,,,,,,"[zep_suppcm_cmadj] = 'OTHER'",y,,,,,
zep_suppcm_cmncmpae,zepatier_administration,,radio,"Adverse Event (Zepatier stop)","NAUSEA, Nausea|VOMITING, Vomiting|DIARRHEA, Diarrhea|HEADACHE, Headache|FATIGUE, Fatigue|INSOMNIA, Insomnia|FLU_LIKE_SYMPTOMS, Flu-Like Symptoms|DYSPNEA, Dyspnea|RASH, Rash|PRURITUS, Pruritus|PHOTOSENSITIVITY, Photosensitivity|ANAEMIA, Anemia|THROMBOCYTOPAENIA, Thrombocytopenia|NEUTROPENIA, Neutropenia|HYPERBILIRUBINAEMIA, Hyperbilirubinemia|ASCITES, Ascites|HEPATIC_ENCEPHALOPATHY, Hepatic Encephalopathy|ESOPHAGEAL_VARICES_WITH_BLEEDING, Esophageal Variceal Bleed|PORPHYRIA, Porphyria|OTHER, Other",,,,,,"[zep_suppcm_cmadj] = 'ADVERSE_EVENT' OR [zep_suppcm_cmadj] = 'DEATH'",y,,,,,
zep_oth_suppcm_cmncmpae,zepatier_administration,,text,"Adverse Event (Zepatier stop) other",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,"[zep_suppcm_cmncmpae] = 'OTHER'",y,,,,,
zep_suppae_daaacn,zepatier_administration,,radio,"What action was taken with Zepatier as a result of this Adverse Event?","DOSE_INCREASED, Dose increased|DOSE_REDUCED, Dose reduced|DRUG_INTERRUPTED, Drug interrupted|DRUG_WITHDRAWN, Drug withdrawn",,,,,,"[zep_suppcm_cmadj] = 'ADVERSE_EVENT'",y,,,,,
zep_cmendtc,zepatier_administration,,text,"Zepatier stop date",,"YYYY-MM-DD ",date_ymd,,,,"[zep_cmoccur] != 'N' AND ([zep_suppcm_cmtrtout] = 'COMPLETE' OR [zep_suppcm_cmtrtout] = 'PREMATURELY_DISCONTINUED' OR [zep_suppcm_cmtrtout] = 'DOSE_MODIFIED_INTERRUPTED')",y,,,,,
zep_cmoccur,zepatier_administration,,radio,"Was Zepatier started? ","N, NO|Y, YES",,,,,,"[zep_cmstdtc] =''",y,,,,,
zep_suppcm_cmreasnost,zepatier_administration,,radio,"Please indicate why Zepatier dosing has not started","LEAD_IN_AWAITING_START, Currently on lead-in and awaiting Zepatier start|PEG_RBV_DISCONTINUED, Peg/RBV discontinued prior to Zepatier start|NEVER_STARTED_TREATMENT, Never started any portion of the HCV regimen|NOT_PART_OF_PLANNED_REGIMEN, Not part of planned regimen",,,,,,"[zep_cmoccur] = 'N'",y,,,,,
ifn_aemodify,ex_coding,"Interferon stop",text,"Modified reported term for IFN stop AE: [ifn_suppcm_cmncmpae]/[ifn_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,,,,,,,
ifn_aedecod,ex_coding,,text,"Dictionary derived term for IFN stop AE: [ifn_suppcm_cmncmpae]/[ifn_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT pt_name FROM `_meddra_pref_term`",,,,,,,,,,,
ifn_aebodsys,ex_coding,,text,"Body system or organ class for IFN stop AE: [ifn_suppcm_cmncmpae]/[ifn_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT soc_name FROM _meddra_soc_term",,,,,,,,,,,
ifn_suppae_aesevdrv,ex_coding,,radio,Severity,"MILD, Mild|MODERATE, Moderate|SEVERE, Severe",,,,,,,,,,,,
rib_aemodify,ex_coding,"Ribavirin stop",text,"Modified reported term for RBV stop AE: [rib_suppcm_cmncmpae]/[rib_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,,,,,,,
rib_aedecod,ex_coding,,text,"Dictionary derived term for RBV stop AE: [rib_suppcm_cmncmpae]/[rib_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT pt_name FROM `_meddra_pref_term`",,,,,,,,,,,
rib_aebodsys,ex_coding,,text,"Body system or organ class for RBV stop AE: [rib_suppcm_cmncmpae]/[rib_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT soc_name FROM _meddra_soc_term",,,,,,,,,,,
rib_suppae_aesevdrv,ex_coding,,radio,Severity,"MILD, Mild|MODERATE, Moderate|SEVERE, Severe",,,,,,,,,,,,
boc_aemodify,ex_coding,"Boceprevir stop",text,"Modified reported term for BOC stop AE: [boc_suppcm_cmncmpae]/[boc_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT llt_name FROM _meddra_low_level_term",,,,,,,,,,,
boc_aedecod,ex_coding,,text,"Dictionary derived term for BOC stop AE: [boc_suppcm_cmncmpae]/[boc_oth_suppcm_cmncmpae]",,"@AUTOCOMPLETE=SELECT DISTINCT pt_name FROM `_meddra_pref_term`",,,,,,,,,,,
